3elt.gra;1023973;904380;42.7121;10000;47200000
airfoil1.gra;754915;719352;38.5297;10000;42530000
basic.gra;0;0;0.305352;10000;40000
bintree10.gra;114332;112382;6.42669;10000;10230000
c1y.gra;257305;220008;7.30227;10000;8280000
c2y.gra;326431;283388;8.53208;10000;9800000
c3y.gra;512147;443625;11.4117;10000;13270000
c4y.gra;506656;383114;11.6447;10000;13660000
c5y.gra;429120;327786;10.3924;10000;12020000
gd95c.gra;1247;794;0.881396;10000;620000
gd96a.gra;313473;252514;8.49832;10000;10960000
gd96b.gra;3571;2239;1.1905;10000;1110000
gd96c.gra;853;685;0.807362;10000;650000
gd96d.gra;10751;5042;1.63835;10000;1800000
hc10.gra;923780;856534;12.5687;10000;10240000
mesh33x33.gra;56265;45784;8.00574;10000;10890000
randomA1.gra;1404655;1231153;13.5998;10000;10000000
randomA2.gra;8004084;7478946;42.1744;10000;10000000
randomA3.gra;16360228;15550594;78.4786;10000;10000000
randomA4.gra;2491074;2215255;18.3783;10000;10000000
randomG4.gra;277559;260898;18.0448;10000;10000000
small.gra;14;14;0.33332;10000;50000
whitaker3.gra;1383359;1334744;87.3256;10000;98000000
3elt.gra;1298562;900029;428.016;100000;472000000
airfoil1.gra;1098141;715774;384.168;100000;425300000
basic.gra;0;0;2.97899;100000;400000
bintree10.gra;129251;112382;63.846;100000;102300000
c1y.gra;251166;217619;72.3504;100000;82800000
c2y.gra;341271;280482;85.3746;100000;98000000
c3y.gra;527078;436534;114.051;100000;132700000
c4y.gra;496254;378705;116.529;100000;136600000
c5y.gra;433408;330911;104.152;100000;120200000
gd95c.gra;1201;770;8.62323;100000;6200000
gd96a.gra;307192;249991;85.1537;100000;109600000
gd96b.gra;3302;2237;12.1889;100000;11100000
gd96c.gra;744;681;8.12491;100000;6500000
gd96d.gra;7225;4921;16.23;100000;18000000
hc10.gra;923780;857560;126.185;100000;102400000
mesh33x33.gra;85219;45785;80.5708;100000;108900000
randomA1.gra;1411806;1223167;136.358;100000;100000000
randomA2.gra;8025154;7455356;422.246;100000;100000000
randomA3.gra;16404508;15543919;780.178;100000;100000000
randomA4.gra;2494636;2207595;183.683;100000;100000000
randomG4.gra;267203;256896;179.577;100000;100000000
small.gra;15;14;3.34185;100000;500000
whitaker3.gra;2422352;1334260;873.919;100000;980000000
3elt.gra;1233822;903543;42.8414;10000;47200000
airfoil1.gra;967531;719024;38.5536;10000;42530000
basic.gra;0;0;0.325166;10000;40000
bintree10.gra;130567;112382;6.412;10000;10230000
c1y.gra;253575;219313;7.29736;10000;8280000
c2y.gra;335267;283331;8.54158;10000;9800000
c3y.gra;501116;441716;11.3887;10000;13270000
c4y.gra;465696;381594;11.6194;10000;13660000
c5y.gra;433587;330681;10.4348;10000;12020000
gd95c.gra;1364;784;0.867389;10000;620000
gd96a.gra;308255;252067;8.51931;10000;10960000
gd96b.gra;3086;2237;1.2086;10000;1110000
gd96c.gra;821;684;0.835937;10000;650000
gd96d.gra;6643;4971;1.62045;10000;1800000
hc10.gra;923780;861704;12.6462;10000;10240000
mesh33x33.gra;60398;45918;8.0555;10000;10890000
randomA1.gra;1392573;1224531;13.5927;10000;10000000
randomA2.gra;8020713;7459117;42.2596;10000;10000000
randomA3.gra;16312767;15561989;77.8963;10000;10000000
randomA4.gra;2463024;2215627;18.385;10000;10000000
randomG4.gra;426127;260209;18.048;10000;10000000
small.gra;14;14;0.357738;10000;50000
whitaker3.gra;2580639;1337263;87.6235;10000;98000000
3elt.gra;1082552;903443;426.855;100000;472000000
airfoil1.gra;773676;715642;385.47;100000;425300000
basic.gra;0;0;3.02957;100000;400000
bintree10.gra;129405;112382;67.2818;100000;102300000
c1y.gra;245139;215518;72.7962;100000;82800000
